overall_text,label
Pros:can be configured as required andthe escalation and tracking is easier,1
Too many !!,1
"Pros:Zendesk makes customer outreach easier than ever. As tickets and emails come in, Zendesk allows us to sort them by priority and get to what matters first. We only recently moved over to Zendesk, but I have been extremely impressed with the plug-ins and add-ons that are available to take Zendesk even higher.",1
Pros:Easy to use.layout is great.A lot of flexibility.The fact that mobile apps are included is great.,1
"basic help desk functions like customer service, ticket tracking, logging calls etc.",1
Pros:Zoho Desk was simple to get started and easy to customize. It was light years ahead of any of the other competition for the small business.,1
I would gladly recommend FreshDesk as a very competitive option if you are evaluating ticket management software. The whole implementation could be done by us in a manner of hours and they have an academy where you can get a certification and learn how to deploy it.,1
"Pros:That it is so versatile and customizable, and solves so many problems for our business. It helps us have a clear view of all the tasks going on with our team.",1
I love Zendesk.I suggest it to everyone to use.It's not robust like Salesforce but worth the investment.,1
I was actually able to look at our process of keeping track of requests and improve it by using Zoho's way of organizing data.,1
Pros:Facilité de mise en oeuvre. Interface intuitive et facile à prendre en main par les utilisateurs finaux. Possibilité de gérer le parc informatique et les actifs ainsi que les contrats.,1
"Overall, all its meeting our requirements but next time when we purchase, we look forward to purchase unlimited pack which is not available as of now.",1
Possibility to easy manage suport tickets.,1
Pros:SLAs and queues are my favorite feature. Also comment visibility makes it easy to distinguish between internal and external teams.,1
"By delivering a plethora of applications in one convenient package, Zoho One helps organizations with a wide range of issues. The technologies work together seamlessly, eliminating the need to jump between applications to complete a single task. This helps organizations save a ton of money and effort, which they can use into expansion rather than managing various software systems. Furthermore, teams are able to collaborate and produce superior outcomes because to the well-integrated and user-friendly tools available across all platforms. This facilitates effective communication and collaboration among geographically dispersed teams.",1
"Pros:Does everything we need, reporting is great, support from Atlassian has always been good, team was already used to Jira so this was an easy switch.",1
"Pros:I like the ease of setup - just include a few lines in my website and it goes.I also like that it can be integrated with other software, such as AI agents.",1
"Pros:Zendesk has reached a point of product maturity and mass adoption that few competitors can match. Not only is the software highly refined for its purpose, but millions of customer service reps across the world are already familiar and well-versed with the features within. Some of the biggest companies in the world use Zendesk for millions of tickets and instances per year. As a customer, you've likely used Zendesk many times without even knowing it. Zendesk is a cornerstone for preventing customer churn/attrition, keeping customer sentiment positive, and addressingongoing customer support needs. Given the reasonable licensing fees, I wouldn't use anything else.",1
Pros:The automation from email logging to close works very well providing full updates via email to users who have logged jobs. The reporting tool helps us to stay within out SLAs.,1
I have used Zendesk for over 5 years. It has always worked flawlessly and has always been a perfect solution to my customer support platform needs. They have an excellent team and are always more than helpful regarding and situation that has arisen.,1
"Good system, flexible, reliable, responsive Support team.",1
"My overall experience with Zendesk has been phenomenal, as our employees have taken a very big liking to it, which allows them to enjoy their jobs more, resulting in greater and more efficient work flow for the rest of the business. Zendesk's own customer service has been there when we needed them, and for that we are really thankful, (even though they are rarely needed due to the stability and ease of use of the service).",1
"Pros:I liked the ticketing system concept, that all of the relevant information was stored in one place and you could easily include people and they could find all of the context themselves.",1
é muito intuitiva e bem utilizada no mercado,1
Our company's services are directly linked with Zendesk to provide top notch customer and technical support to our clients. Zendesk is a must have if you plan on offering Support to your customers online.,1
Overall experience of using Zoho desk was amazing as it helps to ease the daily task and responsibilities in a very quick way.,1
"Overall, Freshdesk is a popular and well-regarded customer service software platform that offers a range of tools and features to help businesses manage customer support and improve the customer experience. However, it may not be the best fit for every business, and it's important to carefully consider if all the features you get with it are worth the price.",1
"An extremely robust platform with customization galore and full features comes at a cost but with very little holding it back.ServiceNow can really help on any ITIL initiatives and centralization of services.The unique focus of ServiceNow beyond just IT, is where its strengths lie.Most Service Management suites do ITIL for IT.ServiceNow takes the lessons learned from ITIL and extends them to the rest of the org (especially but not limited to Facilities and HR).Really built for Mid to Large Businesses.",1
Bring your customer service experience to a higher level. Prioritising your tickets really well. Very secure and easy friendly to use.,1
It’s far better than the last ITSM tool- Remedy on terms of efficiency and usefulnessIntegrating with other tools is most popular in SNOW with easy REST APIFast and Managing/Navigation are very easyMost of the things can be done in IT user level with a configuration changes,1
"We extensively use Freshdesk almost 10 hours a day and it's been fantastic, merging tickets, linking tickets with Atlassian, we mainly solve developer queries where the technologies extends from client side to server side, managing all the queries has been super easily only because of Freshdesk",1
We use zen desk daily and need this to respond to the customers,1
Pros:This tool is very flexible and allows even Business Users to configure processes and worfkflows.,1
Save time and money. Better support.,1
Ability to manage tickets and build better relationship with my client,1
"Pros:* The way it shows me the reporting data of each agents, the types of queries that are reported by customers. It helps me in deriving my own data in a precise manner.* Reporting in a graphical manner. It gives a clear idea about the performance.* Various email shortcuts etc. also plays an important role to automate the replies.",1
We have been using Freshdesk in our org from past 2 years. Recently just upgraded our licence for 1 more year and are planning to increase of user-base to broaden the use of it. Our three departments of 200 employees are enjoying this. Now we are completely dependent on Freshdesk as our Ticketing-cum-Client Data Management tool.,1
Organization to our very chaotic customer support system.,1
Pros:Great centralized management of tickets/requests. Fun features built in for both managers and technicians (scoreboard and point system).Built-in surveys make it easy to gather feedback from clients and users.,1
"Pros:It's certainly versatile. We use it for our internal ticketing system instead of its intentional application as a customer service platform. I love the options we have for responding to tickets in app, web, or via email.",1
My overall experience has been very good. It is a one stop solution for managing your IT requirements and is pretty much structured. users get real time updates on the service now requests and it keeps track of all the past requests raised by the users. We used it for a our requirements ranging from a very simple password reset for an application to installing a new application altogether.,1
I have advised my company not to use it.,0
We've been able to successfully look after clients visiting our website and manage their queries and concerns without any difficulties.,1
Overall I have been using Jira Service Mangement for 6 years and I love finding about new features and integrations.,1
"What a good platform that helps solve work problems in addition to concluding agreements, with the ability to collect all important messages, which makes it easy. Keep it up.",1
Easy Order Ticket Management,1
"We use JIRA as a ticketing tool for IT incidences management. As we come from a poor tool, we found the JIRA implementation a really important change. User experience is really good and it's easy to use and learn.",1
I was able to get a better handle on my residential customers and commercial clients.There were no more missed work orders or estimates.,1
"Over experience is very good , once setup it very easy to use and track all issues.",1
Pros:easy to use and program. Love this CRM. It is one of the best I have ever used.It is easy to configure to meet your needs and the service is absolutely awesome.I have been using this program for over 7 years.,1
"Zoho Desk is now being utilized by our customer success and professional developers, and has helped us keep track of all the questions and concerns raised by our existing clientele and respond to them as quickly as possible.",1
Zendesk is a very good platform that will help you achieve on any platform your interest,1
its good for manage customer,1
"very good experience with sales people, with their support team and they follow up with you to make sure all is functional.",1
"get it if you can afford it and have the team to support it.otherwise if you're just one? walk away son,.... you're done.",1
"Zoho software is highly simple to use, secure, reliable, multi- tasked, easy to use, price is also affordable, easy teaming, and makes easier workflow.",1
"We have been using ServiceNow for ITSM and CSM modules from couple of years now, they are consistent and in every 6th month they announces new release which brings lot of security upgrades, patches, and features. we have overall very good experience and we are looking forward to use it for future as well.",1
Pros:Easy to setup.Prompt Support from support team.Ease of Use.Reasonably priced.,1
"I think Zendesk is a great solution for things like customer support with a lot of different options to fit your needs, such as a social media tool as well. I highly recommend it.",1
"Though it's not perfect, the benefits of Zendesk outweigh the pain points. Zendesk makes collaboration across teams easy which is essential for global groups!",1
"Freshdesk has helped me solve a number of customer service-related business issues. The management of customer inquiries and requests received via email, the web, phone, chat, and social media was one of our biggest challenges. We were able to consolidate all of these requests and track them in a single view with Freshdesk, making it simpler for our agents to keep track of all conversations and respond promptly.Since implementing Freshdesk, we have experienced numerous advantages. Due to the effective automation features that cut down on repetitive tasks, our agents are now able to maintain their highest levels of productivity. We have also benefited greatly from Freshdesk's omnichannel capabilities, which enable us to automatically route requests from various channels to the appropriate agents. We have also been able to improve our capabilities and streamline our procedures.In general, Freshdesk has revolutionized our customer support team. It has made our agents more effective and productive as well as helped us provide better customer support. The software is affordable, user-friendly, and provides excellent customer support. Freshdesk is definitely something you should look into if you want a customer support system that works.",1
"Overall, it is a great product for the cost!",1
Pros:It is easy to follow up on ongoing projects,1
Pros:I like this application because it is the solution for my work. it is quick and reliable also it can integrated with Zoho Crm.,1
"Easier to handle support, and cut in support costs. We are now on top of every request without dropping the ball because there's a paper trail.",1
I've been working with Zendesk for over 3 years already. It has been a smooth and great experience. I would definitely recommend people to use it!,1
"Pros:It does what it says, the tracking is great and we can customize the experience with customres, it also help us reduce the time we use to answer FAQ",1
"Pros:First impression is the user interface is very friendly, not complicated. The configuration is very easy even without online document. It can meet most ticketing needs",1
"Pros:Some requests must be approved by a manager before they can be worked on and completed before they are involved in the business process or before moving on to the next stage.For example; the administrator can approve the withdrawal request, the IT officer can approve the closure of this user's accounts, and the process can proceed within the approval-rejection stages.The Approval-Reject feature allows the authorized persons in your organization to grant the necessary permission for the job to be performed or to proceed to the next step. Jira Service Desk provides us with this feature without the need to become an agent user. The person must be one of the users of Jira Service Desk, Jira Software, or Jira Core.",1
Pros:Easy to write and organise the documents. Also manual approvals before publish is good.,1
"We tried both JIRA Service Desk Cloud and Server but chose server so we could maintain our own data. Both products allow us the ability to track support tickets and internal projects across several departments. JIRA's basic features are good, but some of our features required we purchase add-ons. For example, we needed the ability to export reports in formats that the basic reports did not allow, needed to display specific reporter information on each issue, and the ability to CC, BCC, and set importance on an email notification. This was all possible with add-ons.",1
Pros:It is very easy to use and because it integrates with all the other zoho products it makes it super simple to get a full picture of what the client is doing. It has a ton of features built in where in other platforms you would have to pay more for.,1
"We are managing our production support with Freshdesk. Ticketing features, Reports, Knowledge Base articles publish are some of the prime features. Overall happy with the experience.",1
Organizing is the biggest benefit of Zendesk!,1
It is good but it can be more efficient.,0
Pros:Work flows are amazing here. Makes managing tickets so much easier as so much is dealt with automatically. Tickets transition faster and dealt with quicker as the flow is just spot on.,1
"Pros:Multiple integrations in one product, powerful reporting systems.",1
"Pros:EVERY THING INTEGRATES and Customer support was a HUGE SURPRISE! Even while still in the free trial answers were VERY FAST and always resolved the problems 100%, VERY IMPRESSED.",1
"It's very easy to use. Especially at Support for L1, L2 and L3 Zendesk play a big role as a ticketing tool and customers query, complaint and request can be handled in a polite way. There are two sections called Public reply and Internal note. A public reply is nothing but a formal reply to a user and in the note, we can add the required details in order to escalate the case to a further level.",1
"Pros:Very easy to track your tickets, adjust them, prioritize and get full update.Using it as knowledge sharing base which is great and easy to work with.",1
It makes my job so much easier that it has become an essential tool. I can keep track and coordinate with whole team through just a few clicks.,1
"Pros:Using Jira, managing projects is simple. Any project feature can be divided into manageable subtasks, with the appropriate individual being assigned to each one (for example, development tasks for developers and testing tasks for testers). Even better, we can track our work on those projects and provide time estimates.",1
"Zendesk is a unique customer service provider to build strong relationships with clients and customers more than solving problems; it connects companies with their customers getting help on time with efficiency and accountability. Zendesk's features are numerous and mainly diverse for they range from voicecalls and social messaging to ticketing system and data analytics. Zendesk exceptional vision made it popular worldwide that you find it almost various platforms such as uber, instacart, stripe, slack and many others.",1
This is an awesome product which can be customized for any business.,1
Pros:It helps us track tickets that customers put into the system so that we can reply and assist with their issue. It's helpful to track the progress and status of open tickets. You can also communicate in private notes with other coworkers if you have a question or need assistance with one of the tickets.,1
"Overall experience I would rate as 6-7/10.Great tool for the support, however, some issues can be resolved by upgrading your monthly plan",1
"I opened a ticket with Freshdesk months ago where a feature was not available in the Mint desktop, not a big issue really but I thought they should know.Support had said they were aware of it and were working on a fix.I didn't expect any reply further and just thought it would be fixed, however, they emailed me later to let me know it had been fixed.",1
"Pros:We use Zendesk daily in our technical support. Brand options, dividing agents into groups, internal notes or connecting other agents to each other are useful.",1
Integration and flexibility,1
"Pros:This product is really outstanding, we conducted a review of multiple service management tools and this came out on top.This gives us much more than call logging, there is the ability to set up full SLA criteria based on details logged by the users. When customers log calls depending on the information they provide means that the case they log can be sent to a specific queue for a specific team.Ability to see full detail about customer logging call: asset information, contact information and previous calls.There is a self help option to the product too which can assist with users basic enquiries.",1
Freshdesk helped us with a lot of issues we had with in the past with our other system. We had duplicated tickets all the time and also the reporting engine is very impressive,1
Pros:Easy to use basic ticketing system. Good integration with other Zoho apps. Because we are a small shop it helps when our Zoho CRM users (sales & marketing folks) can see the issues raised by our customers and gives them an opportunity for upselling additional services that they need base don the problems they have been having.,1
"After doing quite a lot of research I thought its a really good system, but once I started using only I started finding problems. Freshdesk is cheap, but some very important features don't work. 1-contact syncing with google doesn't work. 2- If you integrate facebook then you will have more problems than what it is worth. In my case. Messages come through after a delay and some of the messages done even come through. The integration also started creating 100's of contacts non stop. It stopped only after disconnecting the integration. I requested to delete those contacts more than a month ago and they are still there. 3-If you integrate whatsapp you cant send pictures. It creates duplicate contacts for existing contacts.4-company segmentation doesn't work. If things were clearly explained upfront there is no problem. The software is priced cheap, but it is used by customers small and big around the globe. I would say they should be more professional and should not include obvious bugs in the live release.",0
Pros:Mi è piaciuta particolarmente la flessibilità dello strumento che permette all'utente di poter creare o modificare viste in base alle esigenze aziendali.,1
Pros:The software as a service is very easy to use.It supports the ability to raise tickets in a number of ways including email.Integration is simple using REST APIs and various authentication methods.Pricing is attractive with licenses only required for agents.,1
Pros:I enjoy the integration with Zoho CRM and the way I am able to perform more with less steps.The price is great and is well worth it.,1
Fantastic. I would never use any other tool to keep track of the clients' requests.,1
Pros:Zoho Desk is a great tool that helps me organize the support for my company. We now work happier and our customers are happier as we answear faster!,1
"We used it as a helpdesk and support desk. It is doing the job well, and reliable but we would like to see more features - particularly in the customization and web pages design.",1
Pros:-Freshdesk is easy to use and has the ability to add custom fields to meet your specific needs. -Great Client portal and ability to provide the clients with access to their tickets or a complete list of tickets submitted by their company. -Integrations for other commonly used apps to further your connections/productivity internally with Dev teams (GitHub).-Responsive and helpful customer support,1
Pros:it was easy to use and setup. The price point was ok depends on what you are going to end up using that data from this software for.,1
"All the requirements for a startup, Accounts, HR, Support, Healpdesk, crm, email etc. all at one place and the best thing is all in sync with each other",1
"Overall, I would recommend Zendesk for startups and larger companies as it covers a wide area and multiple use cases. Also Zendesk has easy integrations with other softwares.",1
"If you want something relatively cheap (although not much cheaper than other options in the market) with TERRIBLE customer support and zero data reporting, go for it. Otherwise, pick literally any other system and save yourself and your team a million headaches and wasted revenue.",0
"Pros:Freshdesk has been a breeze to set up and use effectively. My team loves how easy it is to quickly work through tickets. We heavily use Trello and their integration is top tier.When issues do come up, the support team is always available to answer my questions. Even when it doesn't support a particular workflow, I've always been given excellent suggestions to work around its limitations.",1
Overall we have derived great value from Freshdesk and it is a HUGE improvement over our previous support tool. It is fully featured with easy to use tools to help customers get answers to their questions.,1
I have realized after using ZendeskChatthat there was a lot of things and good opportunity's I had missed by not knowing the information that Zendesk Chat provides.I feel more confident in my business and I am making my costumers happier by understanding there needs faster an being able to provide the best possible service I can for my clients,1
"Pros:I like the UI on Freshdesk, It's naturalfurthermore, has you ready straight away. The siteis receptive to various screen sizes, yet thedefault size appears all good to me. That's what the underlying pageshows generally open tickets is not difficult to utilize. Somethingthat is promptly clear is the absence of being capableto perceive the number of tickets that are forthcoming/got inspecific gatherings, however not a work of art. Thereis a view in the dashboard that shows generally unsettledtickets and includes in practically like a dashboard typeview - a reward of this view is it lets you know wheretickets are forthcoming, looking out for a client or thirdparty as well so you can get a decent in general preview onwhat your help work area is doing. These are moreoverinteractive which takes you straightforwardly into a view withthe applicable tickets (in view of where you haveclicked).",1
"Freshdesk is very pleasant to use this application, it offers you everything you need in a remote and in the chat or app that are linked to it",1
Call logging from anywhere there is internet connection.,0
"Pros:My company has been using Zoho Books for 3 years.In order to create a better work flow and less double entries, Zoho apps just seems to be the way to go.",0
"Pros:A very good customer support application with a lot of features, the template especially makes ticketing very easy and fast. The software allows for integration with other application. Awesome product!",1
Pros:EMail to ticket conversion. Monthly REports,1
Pros:C'est un logiciel de management très complet et propose des solutions adaptées aux entreprises et très professionnel.,1
"Pros:It allows someone with a low budget access to a decent help desk. It is not as fully featured as some hosted solutions, but a great compromise for the cost.",1
It is an excellent tool I have seen in my life. You must have this software to give better customer service and make an efficient customer support team.,1
"If you are a large company, then this is probably the ticketing software for you. I would make sure I had them agree to some kind of SLA with you on any issues or questions you have before signing on the dotted line for this software because otherwise you will have a lot of frustration. The integration and adaptability of the software is awesome.",1
"Tracking support correspondence with zendesk lets us speed up issue resolution times because issues can be easily shared amongst a team, maintaining the full correspondence history and aren't delayed in someone's email inbox.I sometimes get confused about which list I'm viewing though and pricing goes up significantly once you move past a small team.We also use the integration with slack and twilio for notification of urgent issues.",1
Great tool used in our business to assist our customers.,1
"Pros:I have been using Zendesk for over 6 years and it has been fantastic. It integrates well with Slack and Jira, which are massively important to allow the support team to contact each team to raise any requests that they may have. Teams can view the support tickets and see a full history between the end user and the company, or more specifically, the support team, without the need of repeating themselves over and over again.",1
"Pros:GreatProduct! The best part of this application is automation of notifications. Tracking and managing tickets are super easy, for admin as well as end users. This is basically Ticketing for Dummies.",1
Pros:to change the e-mails to other people thats work with me,1
"It is an excellent service, but although by no means the cheapest, it is the industry standard for a reason.",1
As a small company with a big footprint we had to be able to manage any and all customer queries as soon as possible. Often this meant back and forth between us and client.The ticket system meant we never “lost” any part and any of the team could pick up on a customer question.,1
I have been using Freshdesk for 2 very differents businesses and it always delivered. My favorite part is the Customer Support who has always been very efficient.,1
Efficient and Effective Customer Support and Service,1
"Pros:It is a very basic help desk, ticketing system.It does allow assignment of users to tickets and keeps track of updates.",0
Pros:Best provision of technical & detailed features for ITsIt provide easy way to raise any ticket with proper detailsResponse time analysis is best in this app,1
"Improves the management of information and communication both inside and outside the company, helping ease the management of it.",0
"Overall, Zendesk is a platform that can help your company for everyday use.",1
"Zoho Desk has helped my business re-imagine our support portal, helping us migrate from our previous help desk. Patience is something important, as sometimes their support can be delayed but they always help us with any questions or concerns we have within a few days.",1
Pros:チケットの内容から粒度まで、設計時にカスタマイズ出来過ぎる部分が多く、ページの設計者から利用者までの全員がチケットの文化やベストプラクティス を理解しているという理想的なチームであれば、有利に働く。,0
Pros:The Ticketing method with the integration is the most attractive feature of all.The reporting patterns are very good.,1
Ticketing systems feel like a war of attrition but I feel Zendesk sets up to figure out why we're getting the kinds of inquiries that we get. It's as customizable and customizable gets and we've got ours tailored to our needs.,1
"Zendesk, effectively helps in solving any problem of our customers, allowing us to create automatic responses of different forms of communication. In addition to making work more efficient, it allows you to monitor the performance of the team and in the company's decision making.",1
We regularly use Zendesk for all my clients’ customer support needs. No other platform comes close to it.,1
"Very handy for our purposes, and should we ever have to switch, I’m curious if we’d be able to compile the information or it would be lost. In the meantime, I would recommend it and would even consider it for my personal graphic design freelance jobs.",1
"I´ts been great. This is our first ticketing tool for our new service desk service, and Service Now has been a great help to shape our service model and metrics.",1
"Pros:I have had positive experiences using Zendesk on a regular basis as the platform for internal user assistance. I enjoy how easily tasks can be completed, files can be attached, and a record of users and tickets is kept. I also like how Zendesk sends notifications and how the platform is maintained by the tickets.",1
"Pros:Zoho Desk was the solution i was looking for. I needed to consolidate all of my service calls, and zoho looks like it can do that job perfectly.",1
Pros:It is veh easy to integrate zoho desk to zoho crm which helped in integrating all customer record into one system. This makes the workflow much easier and smooth.Employees can even access the record of customer interaction. There's also option of search in ticket and user can search for specific ascpect in the ticket likethe category of query and action.,1
UX design can be improved further,1
very blan product,0
Pros:Extremely easy to use. The sync to Zoho CRM its very powerfull and the mobile app is awesome for me.,1
"Pros:It has a fully featured support and help desk, community forum, dashboarding, knowledge base, and other items that you can fully customize yourself.",1
We are able to organize customer management and address issues efficiently.,0
"Freshdesk is a great helpdesk application that really competes with the 'big guys'... not only with features, but with price as well. Freshdesk has an amazing and intuitive import feature unlike its competitors. It allows you to import your customer details effortlessly.",1
Pros:Easy to set up and good user interface. It included a good reporting and dashboard system that allow administrators to understand what is going on.,1
"I can easily view and track my customer service inquiries quickly and efficiently.Sometimes I feel I need to spend a weekend to learn all that Zendesk can do for my organization.There are so many tool and resources, I cannot learn what they all can do while running my business at the sametime.",1
We love Freshdesk as it has made Helpdesk support seamless for us. It has made our department efficient and professional,1
I’m working in scrum team. But I’m a part of big it organization. Jira helps us to reflect complexity of our organization and help to collaborate and to track work to be done and done already. It have many reporting options. But for me there is a little bit too much of options that I’m not using - features overkill which only contaminate usability. If you could decide how to clean a view it would be great. But as I said in title - although it’s not dream software in absence of better it serves well.,0
"Easy to use good for basic customer support, missing some features as chat,phone, not great knowledge base",0
"Zendesk is a really amazing tool when it comes to customer services, since it offers a lot of features and ways to use it, it will fit every need your company might have.",1
"Zendesk est un excellent service de support.Malheureusement, en terme d'assistance technique ils sont aux abonnés absents.Alors qu'ils prévoient contractuellement une assistance téléphonique, celle-ci n'est accessible que d'eux vers leurs clients (impossible de les appeler). Il reste alors à faire une demande d'assistance avec le Chatbot le plus stupide du net ! Je cite à l'envie : demande de se connecter pour s'identifier alors que vous êtes connecté (donc impossible de s'identifier), demande de s'identifier par un code envoyé par email qui arrive une fois sur 4 et lorsque l'email arrive le code est absent (donc impossible de faire une demande), etc.Parlons enfin des délais de réponse de Zendesk : minimum 3 jours ouvrés pour obtenir une réponse le plus souvent demandant des précisions donc encore 3 jours pour avoir une réponse...En fait, il ne faut pas avoir besoin d'eux ! Si vous vous plaignez de leurs carences, ils vous proposent de vous communiquer les coordonnées d'intégrateurs !En résumé, si vous n'avez pas le budget nécessaire pour vous payer un intégrateur et que vous n'êtes pas hyper patient il vaut mieux ne pas choisir Zendesk.C'est paradoxal : un des meilleurs services de support client du marché propose à ses propres clients la pire expérience support qui soit !",0
Pros:We use Zendesk on a daily basis and it's great because it enables us to keep track of all our communication (live chat and ticket system) with our customers.,1
"Working in customer support, I have encountered many ticket management systems and all of them had at least one thing missing. When we started working with zendesk, the productivity hit the roof.1. Easy to search for archived tickets2. Easy to make different ticket queues3. Integrations with systems such as JIRA4. Integration with VoIP, having the case for your customer automatically created5. Building a customer database6. Building a knowledge base7. Building a community forumI would definitely recommend Zendesk to anyone!",1
We set up our ticketing system and built our help center portal with a custom CSS solution and it adapts perfectly to our needs,1
"Pros:The ability to add ticket types, based on project needs over the year. JIRA maintains its high quality of tracking different types of issues concurrently.",1
Pros:Used this tool for tracking issues and maintain the development status. It has the benefit of creating sub tasks in case of an issue handled by multiple developers and maintain its status. It gives the ease of tracking the stage of development and in which phase it is in. Provides the visibility on how many days a developer worked on certain task and track the reporting.,1
"Pros:Mobility of the Application as it is in the cloud. Love the Application. Integrates with other Zoho Applications such as recruits, books and CRM",0
"Our overall experience with Zendesk Suite was very pleasant, we have established a successful Customer Success team, now we are working to maintain the quality of our service.",1
Pros:Zendesk is vey easy to deploy and use. It took less that a week to get entire customer support team acquinted with the software. This tool helped reduce our turn around time to customers. Great investment for a company.,1
Integration with our CRM so everyone in the company gets a total view of customer interactions.,1
"We needed customer support system and helpdesk center, both of those were nicely covered with Freshdesk features and allow us to enable additional features if our needs grow.",1
"Dealing with these bugs takes a lot of time. Otherwise, it's a fine product.",0
"Pros:Great software, has unlimited capabilities and can customize to tailor your needs as a company.I definitely would recommend.",1
We have several team members and with Freshdesk we can back each other up when someone is too busy or out of the office.It is nice to know that our customers will be helped by someone in a timely manner.,1
effeciency,1
"This programme is probably the most comprehensive tool for customer support because it enables us to serve our consumers across all platforms, including social media, phone calls, emails, websites, and SMS messages, from a single control panel, ensuring that no request is missed. We can use a feature in it to organise our requests into priority lists based on their importance.",1
"Pros:I've been using Zoho Desk for several months now and I have to say that it is a great product and has become an integral part of my business. At Zoho Desk you can create a Web page to display your contact information. You can also create a Help Desk system that integrates with your existing Web site. Features include remote support, live chat, knowledge management, Support Ticket Management, Knowledge Base Management, and much more.",1
"Very honestly, Zoho appears to be a good CRM. I have neither huge successes nor disappointments with it, which is a good place to be for something used regularly: no big surprises either way. We use it to manage our leads, projects, and legal details - it does the job well.",1
Pros:Works fantastically well and integrates into the rest of the Zoho suite seamlessly. To top it off the free tier is great as a basic tool.,1
"Pros:Easy to setup, Easy to maintain, integrated perfectly with the other zoho apps, many customisations options are available even on the free version, including custom domain and free ssl.",1
"Overall, Zoho Desk is a great tool that I would recommend to anyone who is looking for a way to improve their customer service.",1
"Software for Customer Support. Simple to utilize and the Help desk software that is powerful, reasonably priced, and completely customized for the company. Ensure quicker response times and boost efficiency.",1
Pros:Man hat sehr viele Freiheiten innerhalb des Systems. Für Kunden ist es gut nutzbar und für Agenten kommt es sicherlich an eine Warenwirtschaftssystem ran.,1
"I am using Freshdesk for 8-10 months and I can say that the experience is awesome with this software. The best thing I liked is here I can track records of Ticket/Issues also it alerts me before the resolution due time. Also, I can easily look for customer details and experience with them.",1
Pros:Zoho Desk is a support desk platform that helps businesses deliver top quality customer support to their clients with tools that increase agent productivity and analytics and reports that enable managers to find key issues in agent performances so that they can improve their service as well make intelligent business decisions. Customers can also benefit from Zoho Desk as the software allows them to find timely and relevant support without having to go too far.,1
It keeps us organized and makes our support of our product into a ticketing system.We know who has responsded and what is still open.It's a must have for our organization.,1
"Pros:Allows customers to manage their tickets by email or web interface.Flexible for allowing various queues, categories, tagging, etc for better customer routing/escalation and data analysis",1
"It was an amazing experience to use it and teat it out. Recommended for many of my friends, companisz.",1
"My company uses Freshdesk for customer support of a SaaS healthcare software. We use ticketing, knowledgebase articles, and customer database management.",1
Pros:The support team is very responsive at FreshDesk. They go the extra mile to figure out the issues and help in any way they can,1
"Pros:This product is great, I love their hosted solution. This allows us to avoid buying expensive server hardware to host their application in house. I was able to work with their support team and get this help desk application rolled out in a few days. I've setup other help desk applications like Cerberus, osTicket etc. This was by far the easiest deployment I have performed.",1
It's good overall. They just need to work on getting out bugs better,1
"Pros:The customizability and integration options in ServiceNow are fantastic.Being able to link knowledge base, inventory systems, and ticketing systems in one stop is amazing.",1
Zoho Desk is a cool tool wich have easy user experience; provide add value including several functions to make easy the management of technical support. I really like it cause is an easy way to do good the tracking of technical support.,1
Solving customer issues and recording solutions so they can be searched and shared on theKb if the problem occurs again.,1
"Pros:Me ha gustado la facilidad para trabajar con tíquets, es ágil para asignar las peticiones entre el equipo. Además como tiene estados puedes revisar si una petición ya se ha empezado a tratar. En el apartado de notas se puede dejar toda la información necesaria para consultarlo más adelante.",1
Pros:ServiceNow's low code/ no code benefits us to build business usecases without worrying too much about basic configurations which are not required.,1
Pros:What I like the most is the amount of time it allows to optimize in solving customer problems. live chat is the best.,1
"It's been a great experience, our clients love it and so does our team!",1
"The metrics and reports are easy to use and very insightful to determine employee productivity.It’s easy to track the SLA of tickets, track progress using notes and find past tickets when needed.",1
no conflicted copies of documentation compared to using excel on dropbox.,1
"Freshdesk has enabled us to manage customer tickets in a distinctive way, and this has helped us improve the speed of response and also to not leave any outstanding tickets within the records, in addition to that it helped a lot by improving quality control tools as well as measuring customer satisfaction.",1
"all under one roof, process is simplified and you dont have to wait for update mails, it all there at click of button",1
"Ease of use, Low cost for small team",1
"Overall installing freshDesk and implementing it in our support made a huge difference to our older systems. Automations help so much to be more accurate, faster and boosten up the quality of ticketing.",1
I benefit price wise and usability factors great features helpful with customer service great experience with Freshworks support on any question I have and always get a thorough response our company has used this for years and will continue to do so,1
"Pros:- Intuitive and easy to use. - Well designed UI. Pleasant to the eye.I always knew what to do next.The way that it is designed makes it easy for me to know what is my next step always.- It has apps that can be integrated. For my case, I was able to integrate with chat software Zopim.- It has an analytics feature that we used to keep track of our support teams performance. - Low start-up cost with high functionality. - Integrated with our phone service.",1
much better efficiency,1
"When I first joined the company I am work for now, we never had a helpdesk system, this is because the company was small and reported problems are quickly resolved. However, the company has now grown to double its size with multi-sites, problems and requests can easily be forgotten!I have trailed a few different helpdesk systems, this is one that I think we will stick to, it is very easy to setup and use, it is also value for money. Users can now send their requests via email to our dedicated helpdesk mailbox where the request gets pick up by the Hellpdesk system.User interface quite plan, which is probably less distraction from others, you can concentrate on the contents which matters most. I particularly like the reporting side, all the information I need is at a glance. There is also a chat function which we are not using at the moment, but perhaps we will enable it and try it out at a later date.This helpdesk system has a comprehensive set of functions, it is affordable and suited for company of any size. I would not hesitate to recommend this product to anyone looking for a helpdesk system for their company.",1
